Sample,Treatment,Group,AcCa(15:0)+H,AcCa(16:0)+H,AcCa(18:0)+H,AcCa(18:1)+H,AcCa(18:2)+H,AcCa(19:0)+H,AcCa(19:1)+H,AcCa(20:0)+H,AcCa(20:1)+H,AcCa(20:2)+H,AcCa(20:3)+H,AcCa(22:3)+H,AcCa(22:4)+H,Cer(d16:0_22:0)+H,Cer(d16:1_16:0)+H,Cer(d16:1_22:0)+H,Cer(d16:1_23:1)+H,Cer(d16:1_24:1)+H,Cer(d16:1_24:2)+H,Cer(d17:0_16:0)+H,Cer(d17:1_14:0)+H,Cer(d17:1_16:0)+H,Cer(d17:1_22:0)+H,Cer(d17:1_24:1)+H,Cer(d17:1_24:2)+H,Cer(d18:0_16:0)+H,Cer(d18:0_17:0)+H,Cer(d18:0_18:0)+H,Cer(d18:0_22:0)+H,Cer(d18:0_23:0)+H,Cer(d18:0_24:0)+H,Cer(d18:0_24:1)+H,Cer(d18:1_16:0)+H,Cer(d18:1_16:0)+H.1,Cer(d18:1_17:0)+H,Cer(d18:1_18:0)+H,Cer(d18:1_22:0)+H,Cer(d18:1_23:0)+H,Cer(d18:1_24:0)+H,Cer(d18:1_24:0+O)+H,Cer(d18:1_24:1)+H,Cer(d18:1_24:2)+H,Cer(d18:1_25:0)+H,Cer(d18:1_25:1)+H,Cer(d18:1_25:2)+H,Cer(d18:1_26:0)+H,Cer(d18:1_26:1)+H,Cer(d18:1_26:2)+H,Cer(d18:2_16:0)+H,Cer(d18:2_18:0)+H,Cer(d18:2_22:0)+H,Cer(d18:2_23:0)+H,Cer(d19:0_16:0)+H,Cer(d19:1_16:0)+H,Cer(d19:1_18:0)+H,Cer(d19:1_23:3)+H,Cer(d19:1_24:1)+H,Cer(d19:2_14:0+O)+H,Cer(m18:0_24:1)+H,Cer(t17:0_24:0)+H,Cer(t17:0_24:2)+H-H2O,Cer(t18:0_16:0)+H,Cer(t18:0_17:0)+H-H2O,Cer(t18:0_22:0)+H-H2O,Cer(t18:0_24:1)+H-H2O,Cer(t18:1_22:0)+H-H2O,DG(16:0_16:0)+NH4,DG(16:0_18:1)+H,DG(16:0_18:1)+NH4,DG(16:0_20:4)+NH4,DG(16:1_18:1)+NH4,DG(16:1_18:3)+NH4,DG(17:0_18:1)+NH4,DG(17:1_16:0)+NH4,DG(17:1_18:1)+NH4,DG(18:0_16:0)+NH4,DG(18:0_18:0)+NH4,DG(18:0_18:1)+H,DG(18:0_18:1)+NH4,DG(18:0_20:4)+NH4,DG(18:0_22:4)+NH4,DG(18:1_14:0)+NH4,DG(18:1_14:1)+NH4,DG(18:1_18:1)+H,DG(18:1_18:1)+NH4,DG(18:1_18:2)+H,DG(18:1_18:2)+NH4,DG(18:1_18:3)+NH4,DG(18:1_20:4)+H,DG(18:1_20:4)+NH4,DG(18:1_22:4)+NH4,DG(19:1_18:1)+NH4,DG(20:1_18:1)+NH4,Hex1Cer(d18:1_24:0)+H,Hex1Cer(d18:1_24:1)+H,Hex2Cer(d18:1_22:0)+H,Hex2Cer(d18:1_24:0)+H,LPC(14:0)+H,LPC(15:0)+H,LPC(16:0)+H,LPC(16:0)+Na,LPC(16:0e)+H,LPC(16:1)+H,LPC(16:1e)+H,LPC(17:0)+H,LPC(17:1)+H,LPC(18:0)+H,LPC(18:0e)+H,LPC(18:1)+H,LPC(18:1)+Na,LPC(18:1e)+H,LPC(18:2)+H,LPC(18:2)+Na,LPC(18:3)+H,LPC(19:1)+H,LPC(20:1)+H,LPC(20:2)+H,LPC(20:4)+H,LPC(20:5)+H,LPC(22:4)+H,LPC(22:5)+H,LPE(18:0)+Na,LPE(18:1)+Na,LPS(18:1)+H,PC(12:1e_23:1)+H,PC(14:0_18:3)+H,PC(14:1e_16:0)+H,PC(14:1e_22:5)+H,PC(16:0_14:0)+Na,PC(16:0_16:0)+Na,PC(16:0_16:1)+Na,PC(16:0_18:1)+Na,PC(16:0_18:2)+Na,PC(16:0_18:3)+H,PC(16:0_20:3)+H,PC(16:0_20:4)+H,PC(16:0_20:4)+Na,PC(16:1e_16:0)+H,PC(16:1e_17:0)+H,PC(16:1e_18:0)+H,PC(16:1e_18:1)+H,PC(16:1e_18:2)+H,PC(16:1e_20:4)+H,PC(16:2e_18:0)+H,PC(16:2e_18:1)+H,PC(17:0_20:4)+H,PC(18:0_16:0)+Na,PC(18:0_20:4)+Na,PC(18:1_18:1)+Na,PC(18:1_18:3)+H,PC(18:1_20:2)+H,PC(18:1_20:4)+H,PC(18:1_20:4)+Na,PC(18:1_22:2)+H,PC(18:2e_20:4)+H,PC(18:3e_18:1)+H,PC(18:4_16:0)+H,PC(18:4_18:1)+H,PC(19:1_18:2)+H,PC(19:1_18:2)+H.1,PC(20:1_20:4)+H,PC(20:2_18:2)+H,PC(20:2e_20:4)+H,PC(20:3e_16:0)+H,PC(20:3e_18:1)+H,PC(20:4e_18:1)+H,PC(30:0_6:0)+H,PE(12:1e_6:0)+H,PE(14:0e_22:5)+Na,PE(16:0_16:0)+H,PE(16:0_18:1)+H,PE(16:0_18:1)+Na,PE(16:0_20:4)+H,PE(16:0p_20:3)+H,PE(16:0p_20:4)+H,PE(16:0p_22:4)+H,PE(16:1p_18:1)+H,PE(17:0_20:4)+H,PE(18:0_18:0)+Na,PE(18:0_18:1)+H,PE(18:0_18:1)+Na,PE(18:0_19:0)+Na,PE(18:0_20:0)+Na,PE(18:0_20:1)+Na,PE(18:0_20:3)+H,PE(18:0_20:4)+H,PE(18:0_20:4)+Na,PE(18:0_22:3)+H,PE(18:0_22:4)+H,PE(18:0_22:5)+H,PE(18:0p_18:1)+H,PE(18:0p_18:2)+H,PE(18:0p_20:4)+H,PE(18:0p_22:4)+H,PE(18:0p_22:5)+H,PE(18:1_18:1)+H,PE(18:1_18:1)+Na,PE(18:1_18:2)+H,PE(18:1_20:4)+H,PE(18:1_22:0)+H,PE(18:1_22:4)+H,PE(18:1e_20:4)+H,PE(18:1p_18:1)+H,PE(18:1p_20:4)+H,PE(18:1p_22:4)+H,PE(20:1_18:1)+Na,PE(8:0e_10:0)+H,PG(16:0_18:1)+NH4,PG(18:0_18:1)+NH4,PI(18:0_18:1)+Na,PI(18:0_18:1)+NH4,PI(18:0_20:4)+H,PI(18:0_20:4)+Na,PI(18:0_20:4)+NH4,PI(18:1_20:4)+NH4,PS(18:0_18:1)+H,PS(18:0_18:1)+Na,PS(18:0_18:2)+H,PS(18:0_19:0)+Na,PS(18:0_20:0)+Na,PS(18:0_20:4)+H,PS(18:0_22:3)+H,PS(18:0_22:4)+H,PS(18:0_22:5)+H,PS(18:1_18:1)+H,PS(18:1_22:0)+H,SM(d16:1_18:3)+H,SM(d18:1_18:0)+Na,SM(d18:1_18:3)+H,SM(d18:1_20:3)+H,SM(d18:1_24:0)+H,SM(d18:1_24:0)+Na,SM(d18:1_24:1)+H,SM(d18:1_24:1)+Na,TG(14:0_18:3_20:4)+H,TG(15:0_14:1_16:0)+Na,TG(15:0_14:1_16:0)+NH4,TG(15:0_16:0_16:0)+Na,TG(15:0_16:0_16:0)+NH4,TG(15:0_16:0_16:1)+NH4,TG(15:0_16:0_18:1)+Na,TG(15:0_16:0_18:1)+NH4,TG(15:0_18:1_18:3)+H,TG(15:0_8:0_18:1)+NH4,TG(16:0_10:0_14:0)+NH4,TG(16:0_12:0_14:0)+NH4,TG(16:0_14:0_14:0)+NH4,TG(16:0_14:0_14:1)+Na,TG(16:0_14:0_14:1)+NH4,TG(16:0_14:0_16:0)+NH4,TG(16:0_14:0_16:1)+Na,TG(16:0_14:0_16:1)+NH4,TG(16:0_14:0_18:1)+Na,TG(16:0_14:0_18:1)+NH4,TG(16:0_14:0_20:4)+H,TG(16:0_14:0_20:4)+NH4,TG(16:0_14:1_16:1)+Na,TG(16:0_14:1_16:1)+NH4,TG(16:0_14:1_17:1)+Na,TG(16:0_14:1_17:1)+NH4,TG(16:0_14:1_18:1)+Na,TG(16:0_14:1_18:1)+NH4,TG(16:0_16:0_16:0)+Na,TG(16:0_16:0_16:0)+NH4,TG(16:0_16:0_18:1)+NH4,TG(16:0_16:0_18:3)+H,TG(16:0_16:0_18:3)+NH4,TG(16:0_16:0_20:4)+H,TG(16:0_16:0_22:5)+NH4,TG(16:0_16:1_16:1)+NH4,TG(16:0_16:1_17:1)+Na,TG(16:0_16:1_17:1)+NH4,TG(16:0_16:1_18:1)+Na,TG(16:0_16:1_18:1)+NH4,TG(16:0_16:1_18:2)+NH4,TG(16:0_17:0_18:1)+Na,TG(16:0_17:0_18:1)+NH4,TG(16:0_17:1_18:1)+Na,TG(16:0_17:1_18:1)+NH4,TG(16:0_18:1_18:1)+Na,TG(16:0_18:1_18:1)+NH4,TG(16:0_18:1_18:2)+NH4,TG(16:0_18:1_20:4)+H,TG(16:0_18:1_20:4)+NH4,TG(16:0_18:3_18:3)+H,TG(16:0_8:0_16:1)+NH4,TG(16:0_8:0_18:1)+Na,TG(16:0_8:0_18:1)+NH4,TG(16:0_8:0_8:0)+NH4,TG(16:0_9:0_18:1)+NH4,TG(16:0_9:0_9:0)+NH4,TG(16:0e_18:1_18:1)+NH4,TG(16:1_14:1_16:1)+NH4,TG(16:1_14:1_17:1)+NH4,TG(16:1_14:1_18:1)+Na,TG(16:1_14:1_18:1)+NH4,TG(16:1_14:1_18:2)+NH4,TG(16:1_16:1_18:1)+Na,TG(16:1_16:1_18:1)+NH4,TG(16:1_16:1_18:2)+Na,TG(16:1_16:1_18:2)+NH4,TG(16:1_17:0_20:4)+H,TG(16:1_17:1_18:1)+Na,TG(16:1_17:1_18:1)+NH4,TG(16:1_17:1_18:2)+NH4,TG(16:1_17:1_18:3)+H,TG(16:1_18:1_18:1)+NH4,TG(16:1_18:1_18:2)+Na,TG(16:1_18:1_18:2)+NH4,TG(16:1_18:1_18:3)+NH4,TG(16:1_18:1_20:5)+H,TG(16:1_8:0_18:1)+NH4,TG(17:0_18:1_18:1)+Na,TG(17:0_18:1_18:1)+NH4,TG(17:0_18:1_20:4)+H,TG(18:0_15:0_16:0)+Na,TG(18:0_15:0_16:0)+NH4,TG(18:0_16:0_16:0)+Na,TG(18:0_16:0_16:0)+NH4,TG(18:0_16:0_17:0)+Na,TG(18:0_16:0_17:0)+NH4,TG(18:0_16:0_18:0)+Na,TG(18:0_16:0_18:0)+NH4,TG(18:0_16:0_18:1)+Na,TG(18:0_16:0_18:1)+NH4,TG(18:0_16:0_18:3)+H,TG(18:0_16:0_18:3)+NH4,TG(18:0_17:0_18:0)+NH4,TG(18:0_17:0_18:1)+Na,TG(18:0_17:0_18:1)+NH4,TG(18:0_17:1_18:1)+NH4,TG(18:0_17:1_18:2)+NH4,TG(18:0_18:0_18:1)+Na,TG(18:0_18:0_18:1)+NH4,TG(18:0_18:1_18:1)+Na,TG(18:0_18:1_18:1)+NH4,TG(18:0_18:1_18:2)+NH4,TG(18:0_18:1_19:0)+NH4,TG(18:0_18:1_20:0)+NH4,TG(18:0_18:1_20:1)+NH4,TG(18:0_18:1_20:3)+H,TG(18:0_8:0_10:0)+NH4,TG(18:1_12:2_18:1)+NH4,TG(18:1_14:1_17:1)+Na,TG(18:1_14:1_17:1)+NH4,TG(18:1_17:1_18:1)+Na,TG(18:1_17:1_18:1)+NH4,TG(18:1_17:1_18:2)+Na,TG(18:1_17:1_18:2)+NH4,TG(18:1_17:1_18:3)+NH4,TG(18:1_17:1_20:4)+H,TG(18:1_18:1_18:1)+Na,TG(18:1_18:1_18:1)+NH4,TG(18:1_18:1_18:2)+H,TG(18:1_18:1_18:2)+Na,TG(18:1_18:1_18:2)+NH4,TG(18:1_18:1_20:2)+NH4,TG(18:1_18:1_20:4)+H,TG(18:1_18:1_20:4)+NH4,TG(18:1_18:1_22:5)+NH4,TG(18:1_18:2_18:2)+Na,TG(18:1_18:2_18:2)+NH4,TG(18:1_18:2_18:3)+NH4,TG(18:1_18:3_20:4)+H,TG(18:3_14:1_17:1)+H,TG(18:3_17:1_18:2)+H,TG(18:4_10:4_18:1)+H,TG(18:4_14:0_18:1)+H,TG(18:4_16:1_17:1)+H,TG(18:4_18:1_18:3)+H,TG(19:1_18:1_18:1)+Na,TG(19:1_18:1_18:1)+NH4,TG(19:1_18:1_18:2)+NH4,TG(19:1_18:1_20:4)+H,TG(20:0_18:1_18:1)+NH4,TG(20:0_18:1_18:2)+NH4,TG(20:1_18:1_18:1)+Na,TG(20:1_18:1_18:1)+NH4,TG(20:1_18:1_20:4)+H,TG(28:0_6:0_16:0)+Na,TG(4:0_14:0_16:0)+NH4,TG(6:0_6:0_13:0)+NH4,TG(8:0_10:0_18:1)+NH4,TG(8:0_17:1_18:1)+NH4,TG(8:0_18:1_18:1)+NH4,TG(8:0_8:0_10:0)+NH4,TG(8:0_8:0_8:0)+NH4,TG(9:0_18:1_18:1)+NH4,TG(9:0_9:0_18:1)+NH4
T1_A,1w 55degrees,Fresh,-0.04427258,-0.005830622,0.15384884,-0.01302188,-0.02199249,0.15762617,-0.28221056,0.785739,0.46221494,-0.89051594,0.45189729,-0.4549223,0.16026776,0.86961803,0.008884062,1.68045694,0.27348454,0.2254638,-0.3171475,0.26641165,-0.12523562,0.13031295,0.7704157,0.29464971,-0.42611954,-0.14472001,0.017367169,0.6855794,0.8845931,0.2027091,-0.3266338,-0.0550317,-0.01144808,0.6247658,0.66681212,1.0470575,1.79462886,0.82097309,0.9479011,0.747355,0.4918218,0.27172445,0.4658447,1.45280007,0.92043489,0.8631794,0.38321462,1.08547309,1.59687532,0.694093,0.04872037,-0.09491541,-0.5318022,0.5258852,1.92986745,1.63457588,0.891338448,1.40299844,0.2301874,-0.4327457,-0.42611954,2.3792915,0.7653475,1.9904975,0.4918218,0.2416801,-1.59690545,-0.9591191,-1.07676987,-1.3084767,-0.919313583,-0.532558031,-2.546492,-1.50633412,-1.2085144,-1.65376766,-0.69623058,-0.7432646,-0.70096975,-1.3276748,-1.5392435,-1.46461038,-1.11919533,-0.2844587,-0.55573154,-1.10133472,-1.08974004,-0.45842961,-1.07548289,-1.16988851,-0.77870271,-0.9981605,-0.4894286,0.06982716,0.4495334,-0.762525742,-0.53033817,-0.2734076,-0.87958798,-0.454004,0.03555592,-0.72342808,-0.71758636,-0.82574256,-0.6694553,-0.549405408,-0.42088064,-0.58945363,-1.13434148,0.07124047,-0.57592268,-1.10044558,-0.21060236,0.03493732,-0.7060275,-0.8122818,-1.01795086,-0.4905483,-0.21088306,-0.86442876,-0.68905614,0.27327119,-1.04987439,1.64118391,-1.10185538,-0.4554232,-0.088787488,-0.2086337,-0.4554232,-1.12525041,-1.6224618,-2.3133355,-1.72906304,-1.12525041,-1.0020427,-3.964237894,-1.8358021,0.18847566,-0.50143305,-0.39760015,-0.8039479,-1.042636533,-0.61786371,-1.94969865,-0.8658503,-2.01065469,-1.1764865,-1.6868541,-1.94915216,-1.6114479,-2.074409,-2.0335751,-1.8850302,-1.291244,-1.0379293,-1.63194651,-1.59550929,-1.73309889,-1.76539252,-3.29152522,-1.88938624,-1.69728118,-1.7676187,-2.2816807,-1.9653651,-0.80414188,-0.3268966,-0.7416571,-0.23425375,0.1854661,0.11638283,-1.051079912,-1.348745779,-0.34668629,-0.4089151,-0.57932167,-0.70171221,-1.7978587,-0.86186472,-0.72571824,-0.9630039,-0.1765566,-0.6972101,-1.23364654,-0.86636906,-0.96936813,-1.297699,-0.6948206,-1.2309988,-0.1743987,-0.275587275,-0.5536174,-0.4775936,-0.4334131,-0.1756812,-1.6813815,-0.4621518,-2.0980415,-0.2875146,0.632150594,-1.689321,-0.29727408,-0.479665,-0.3710642,-0.64671308,0.2287508,0.6182872,1.3675668,0.78976064,-1.42820334,-1.19493435,-1.42329783,-1.752084384,-1.58310326,-1.2580278,0.558915,0.67254246,-0.26687615,0.52692409,0.1859354,-0.3512345,0.117362,0.15352945,0.42172738,-0.2781875,0.43250828,-0.190777374,-1.1247887,-1.99039482,-1.1266783,-1.456709,-1.41150647,-1.98531185,-2.304850716,-1.19793918,-1.4863016,-1.14059881,-0.771504654,-1.414857847,-1.74235364,-1.4870053,-1.8570385,-1.27859928,-0.68476577,-2.0994455,-1.5119102,-1.6630553,-1.220366,-1.543145,-1.03884388,-1.02717077,-1.4837904,-0.8153834,-1.61443785,-0.8153834,-0.7070005,-1.52636474,-1.5093652,-1.5590413,-1.34942037,-1.27628707,-1.28222297,-0.36670141,-0.4675358,-1.54795526,-0.70886098,-0.68063951,-0.6617259,-0.8385805,-1.46358064,-1.7842464,-1.7249958,-0.008955222,-1.6477262,-1.956196613,-1.62786624,-1.312108,-1.36197877,-2.75215381,0.18576387,-1.73759698,-0.817427149,0.09021338,-1.50815415,-0.7954445,-0.50367784,-1.2950616,-1.4442955,-0.6542394,-0.6455498,-0.41041229,-0.7561532,-1.37230774,-1.24571003,-1.46979401,-1.4553481,-1.0454468,-0.7954445,-1.41150108,-1.19793918,-1.107508,-1.36197877,-1.778857,-1.5041789,-1.2571074,-1.7880724,-1.5280642,-0.7491033,-0.8280618,-1.00891302,-0.7491033,-1.1064794,-2.11910771,-1.73426635,-2.0832383,-0.884480127,-1.03781111,0.2377722,-0.567281473,-0.794720716,-2.21727599,0.1822724,-0.3493342,-0.92951427,-1.3447101,-0.48420403,-0.41473097,-0.94110474,-1.21587357,-1.28781346,-1.75190619,-1.4536374,-0.6502942,-1.0208629,-1.21908585,-0.9559053,0.55125188,-1.13893973,-0.68472594,-1.1498045,-0.6502942,-0.50170859,-1.4170139,-1.3479577,-1.5021865,-1.9182276,-1.6274074,-1.4745724,-1.68608846,-1.1702442,-1.9182276,-0.21134517,-0.6401962,-0.92951427,-0.88754954,-1.2440059,-1.06545274,-0.21134517,-0.2333973,0.643552733,-0.85262239,-0.83024788,-0.6575179,-0.85262239,-1.5590413,-1.8127733,0.3038482,-1.27628707,-1.3479577,-1.06827344,-0.55518265,-1.18594399,-1.17176792,-0.55518265,-0.87232042,-0.5462557,-0.8013787,-0.9522467,-0.8013787,-0.50349213,-0.52232757,-0.09253096,-0.67976388,-0.48378251,-1.39635341,-0.56121613,-0.8340363,-0.23093351,-0.4409582
T1_B,1w 55degrees,Fresh,0.51444418,1.41810494,1.63902874,0.89352449,0.58775067,2.57829879,1.12630174,2.07883298,1.25888096,0.06414718,0.8269606,2.7319432,1.18419904,1.02122557,1.205914671,1.85163845,0.42995017,1.6200826,0.5374936,0.43526731,1.10097557,1.68569858,1.6774288,1.11119739,0.82712776,1.66037804,1.703964083,1.864151,1.6677521,0.3749393,1.3204533,2.1580094,1.95816939,1.7343005,1.64460887,1.9886395,1.59171758,1.62436367,2.0583289,1.7487011,1.2204662,1.76335831,2.3181893,1.84287155,1.92959332,2.0405941,1.55653338,0.53132283,3.79113539,1.7673467,0.71677879,0.26869504,1.2175177,2.1890135,2.99490953,1.35737566,1.407207138,1.32835914,2.35187186,1.14324138,0.82712776,1.369802,2.0070183,1.49647174,1.2204662,1.6507774,-0.3864306,-0.1508567,-0.32430995,-0.7810039,-0.009656947,-0.280045319,-1.8475638,-0.77028885,-0.4599788,-0.44622498,-0.15523829,-0.174936,0.22998601,-1.1169853,-1.2294371,-0.75564485,-0.81217166,-0.1660576,0.08050842,-0.8884252,-0.82585286,0.12772556,-1.10001996,-0.8670169,-0.707264,-0.4833373,0.1650251,0.53083099,0.2576652,-0.389426388,-0.54053756,-0.2346524,-0.53434101,-0.4944352,-1.17084503,-0.47656861,-0.8004201,0.80639812,-0.49892117,-0.692863646,-0.12864517,-0.05594669,-2.16205142,-1.40117377,-0.08981153,-1.15068873,-1.08718151,-1.17050572,-0.6755597,-0.7422757,-0.82125286,-0.92140526,-1.09029201,-0.66619419,-0.539060152,1.69290114,-0.11128133,0.89823594,-0.30662242,-1.3251302,0.773138046,0.7500428,-1.3251302,-0.66825928,-1.233982,-1.4698897,-1.70891483,-0.66825928,-0.8774831,-3.033106656,-1.6193053,1.1565856,-0.02383351,0.47414079,-0.1226927,-0.855365925,-0.26457436,-1.23919461,-0.8392239,-1.18494579,0.26292021,-1.4267951,-1.872839346,-1.4066086,-1.5980899,-1.3251514,-1.4742393,-1.0098712,0.2586325,-1.42551786,-1.4436552,-1.71218602,-1.30316103,-3.41817692,-1.61803616,-1.81967133,-0.4768906,-0.5176724,-1.6856073,-0.13666358,-0.01502611,0.6276232,0.33225543,0.9564531,0.66494605,-0.005821808,-0.175496544,0.66346049,0.5885219,0.09835194,-0.39626273,-0.1815264,0.40390604,1.06048965,-0.4229569,0.6214879,0.507631,0.0077744,0.40831332,-0.48647956,-0.8395669,0.5025974,-0.02082216,0.43316,0.155993583,0.65668916,0.3476689,-0.1243452,0.8080455,-0.72308428,0.8004082,-1.21911066,0.7037387,1.136199149,-1.2192154,1.10980786,0.514591,1.03324,0.2087262,0.6132088,1.8034233,2.0823633,1.43948857,-1.81581091,-1.55938691,-1.822863,-1.465730893,-1.5664352,-1.2580278,0.57589965,0.94245817,0.02297817,0.38037748,0.3771203,0.20364978,0.464382,-0.01841781,1.01520791,0.2899276,0.33569403,-1.612696377,-0.31001114,-1.34452499,-0.3126429,-0.9081664,-0.97146651,-1.43743764,-1.264601024,-0.63538602,-1.1622753,-1.232104,-0.001089702,-0.485480843,-1.26407502,-0.5958167,-0.5041083,-0.76097972,-0.22645794,-0.9140221,-1.1655205,-0.9047243,-0.7819024,-1.0931404,-0.82712137,-0.15656994,-0.6918866,-0.3598752,-0.97552917,-0.3598752,0.03427714,-1.07884522,-1.0720003,-1.0266419,-1.42556564,-0.46628479,-0.73471931,0.04346036,-0.2808006,-0.4794675,-0.61608746,-0.16441592,-0.50463834,-1.0204271,-1.28224548,-1.2806762,-1.1704969,1.093221025,-0.6789136,-1.810865221,-0.48608865,-0.8308672,-0.7658245,-0.74527144,1.61754377,0.10841494,-1.145905302,1.69714634,-0.42542753,-0.5987545,-0.56966928,0.7990441,-0.5455321,-0.23480476,0.41585483,-0.40359384,0.4876947,-1.22041071,-1.40154193,-1.21872765,-1.2012184,-1.0859262,-0.5987545,-0.92583522,-0.63538602,-0.7093059,-0.7658245,-0.5904087,-0.744095,-0.8461098,-1.2903097,-0.5274771,-0.5894628,-0.7550201,-0.77914948,-0.5894628,-0.9031297,-0.52465357,-0.32249704,-0.52861607,-0.541801064,-0.57367421,-0.499102,-0.219993133,-0.695853336,-1.54413066,-0.332858,-0.3625124,-0.05870804,-0.2667677,-0.43902775,-0.40067914,-0.36756047,-0.67487086,-0.82762579,-0.70957978,-0.7180018,-0.3232138,-0.3923744,0.56336588,-0.1595023,0.28836775,-0.70792497,-0.6285749,-0.2173703,-0.3232138,-0.41883017,-0.95245869,-1.2250069,-1.2353673,-0.4438253,-0.2539105,-1.0544379,-0.85733588,-0.5299543,-0.4438253,0.48157023,0.2936109,-0.05870804,0.34740277,-0.7957327,-0.53275407,0.48157023,0.2103434,1.279585271,0.02731335,-0.34689209,-0.8617703,0.02731335,-1.0266419,-0.5712582,0.3337352,-0.46628479,-1.2250069,-0.88253589,-0.23686905,-0.08811227,-0.42112283,-0.23686905,-0.69856361,-0.89178965,-0.13101855,-0.17122667,-0.13101855,-0.45586268,-0.42306188,0.58268567,-0.34366603,0.34308542,-0.942808,0.8855177,0.7627933,0.80348128,-0.2897902
